,Ref ID,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,No_of_Books_read_in_a_year,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Product_Name,Publisher_Name,Product_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing
4049,11299,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Morning,1.0,30.0,31.0,Audible for iPhone (1000),160,1.0,19.0,Religion & Spirituality,Monthly,6,2x,21,11- 30 Books,30,11- 30 Books,Afternoon,Commuting,Smartphone,German,True,Download,58,31 - 60 Minutes,2,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,False,3,True,False,True
4050,11300,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Afternoon_Early_Evening,42.0,1.0,43.0,Audible for Android,73,57.99999999999999,59.0,Business & Money,Per-book,8,1x,94,61 - 100 Books,10,Less than 10,Night,Working,Smartphone,English,False,Streaming,14,11- 30 Minutes,8,Innovative Teams (Unabridged),Harvard Business School,Mark Cabus,True,1,False,True,False
4051,11301,Male,25 - 30 years,Bangalore,Android,No Tablet,walk,38,9,Afternoon_Early_Evening,34.0,20.0,55.0,Audible for Android,348,10.0,16.0,Literature & Fiction,Yearly,34,1.25x,73,61 - 100 Books,30,11- 30 Books,Morning,Relaxing,Tablet,Other,True,Download,35,31 - 60 Minutes,6,"Life Is What You Make It. A story of love, hope and how determination can overcome even destiny (Unabridged)",Audible Studios,Smita Singh,False,3,True,False,True
4052,11302,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,1049,0.0,0.0,Literature & Fiction,Yearly,42,1x,83,61 - 100 Books,21,11- 30 Books,Night,Relaxing,Smartphone,German,False,Download,94,61 - 100 Minutes,4,Six Suspects (Unabridged),Audible Studios,Lyndam Gregory,False,5,False,False,True
4053,11303,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,3.0,44.0,47.0,Audible for Android,409,1.0,11.0,Religion & Spirituality,Yearly,14,1.75x,5,Less than 10,77,61 - 100 Books,Night,Working,Smartphone,Other,False,Streaming,70,61 - 100 Minutes,6,The Truth About Muhammad: Founder of the World's Most Intolerant Religion (Unabridged),"Blackstone Audio, Inc.",James Adams,False,5,False,False,False
4054,11304,Do not wish to answer,25 - 30 years,Delhi,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,4.0,4.0,7.0,Audible for iPhone (1000),614,1.0,1.0,Mysteries & Thrillers,Monthly,2,1.5x,1,Less than 10,46,31 - 60 Books,Afternoon,Relaxing,PC,French,False,Download,4,Less than 10 Minutes,4,WIRED (Unabridged),Tantor Audio,Peter Berkrot,True,1,False,True,True
4055,11305,Male,18 - 24 years,Bangalore,IOS,Android Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,1.0,0.0,1.0,Audible for iPhone (1000),365,0.0,0.0,Parenting & Relationships,Per-book,20,1.5x,30,11- 30 Books,62,61 - 100 Books,Night,Relaxing,Smart Speaker,French,True,Streaming,23,11- 30 Minutes,4,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,True,3,False,False,True
4056,11306,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Morning,0.0,0.0,1.0,Audible for Android,38,0.0,3.0,Arts & Entertainment,Yearly,40,1.25x,5,Less than 10,51,31 - 60 Books,Morning,Exercising,Smart Speaker,German,False,Download,13,11- 30 Minutes,9,Leadership Lessons of Steve Jobs (Unabridged),Harvard Business School,Todd Mundt,False,2,True,True,True
4057,11307,Male,25 - 30 years,Pune,Both,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,1.0,1.0,3.0,Audible for iPhone (1000),686,0.0,0.0,Business & Money,Per-book,45,1.75x,10,Less than 10,24,11- 30 Books,Evening,Commuting,Tablet,Spanish,True,Download,98,61 - 100 Minutes,5,Business Sutra. A Very Indian Approach to Management (Unabridged),Audible Studios,Shriram Iyer,False,1,True,True,True
4058,11308,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Morning,107.0,40.0,148.0,Audible for Android,466,23.0,32.0,Literature & Fiction,Monthly,18,1x,79,61 - 100 Books,82,61 - 100 Books,Night,Commuting,PC,Spanish,True,Streaming,40,31 - 60 Minutes,1,It Happens for a Reason (Unabridged),Audible Studios,Meetu Chilana,False,3,True,False,False
4059,11309,Male,41 - 45 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,42.0,10.0,51.0,Audible for iPhone (1000),686,6.0,7.000000000000001,Business & Money,Monthly,9,1.5x,88,61 - 100 Books,23,11- 30 Books,Evening,Commuting,Tablet,French,True,Download,49,31 - 60 Minutes,5,Business Sutra. A Very Indian Approach to Management (Unabridged),Audible Studios,Shriram Iyer,False,1,True,True,False
4060,11310,Male,31 - 35 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Late_Night_Early_Morning,1.0,0.0,1.0,Audible for Android,375,0.0,0.0,Literature & Fiction,Monthly,21,1x,2,Less than 10,98,61 - 100 Books,Evening,Working,Smart Speaker,French,False,Download,65,61 - 100 Minutes,4,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,False,1,False,True,True
4061,11311,Male,18 - 24 years,Chennai,Android,No Tablet,Public Transport,38,13,Morning,8.0,8.0,16.0,Audible for Android,108,7.000000000000001,15.0,Arts & Entertainment,Per-book,27,1x,8,Less than 10,57,31 - 60 Books,Night,Working,Smartphone,German,False,Download,14,11- 30 Minutes,8,"The Best of Sherlock Holmes, Volume 2 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,False,4,True,False,True
4062,11312,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,13,Morning,16.0,16.0,33.0,Audible for Android,609,3.0,5.0,Mysteries & Thrillers,Yearly,41,1.25x,69,61 - 100 Books,93,61 - 100 Books,Evening,Commuting,PC,German,True,Streaming,89,61 - 100 Minutes,5,The Adventures of Sherlock Holmes (Unabridged),Tantor Audio,Simon Prebble,True,2,True,True,False
4063,11313,Male,25 - 30 years,Chennai,Other,IOS Tablet,walk,38,13,Afternoon_Early_Evening,2.0,2.0,3.0,Audible for iPad,150,1.0,2.0,Mysteries & Thrillers,Per-book,32,1.5x,66,61 - 100 Books,44,31 - 60 Books,Morning,Relaxing,PC,German,False,Download,52,31 - 60 Minutes,8,Sherlock Holmes: Tales of Intrigue (Unabridged),"Blackstone Audio, Inc.",Edward Hardwicke,True,4,True,False,False
4064,11314,Male,18 - 24 years,Pune,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Morning,6.0,6.0,11.0,Audible for Android,278,2.0,4.0,Business & Money,Per-book,22,1.25x,91,61 - 100 Books,71,61 - 100 Books,Morning,Exercising,Smartphone,Spanish,False,Download,33,31 - 60 Minutes,4,The Art of Public Speaking (Unabridged),"Big Happy Family, LLC",Jason McCoy,True,3,False,False,False
4065,11315,Female,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,1,Late_Night_Early_Morning,1.0,1.0,2.0,Audible for iPhone (1000),71,1.0,3.0,Parenting & Relationships,Yearly,21,1.5x,44,31 - 60 Books,94,61 - 100 Books,Morning,Working,Tablet,English,False,Download,66,61 - 100 Minutes,3,Going the Extra Mile,BN Publishing,Napoleon Hill,False,1,True,False,False
4066,11316,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Late_Evening_Night,10.0,8.0,18.0,Audible for iPhone (1000),1049,1.0,2.0,Literature & Fiction,Monthly,34,1.25x,88,61 - 100 Books,83,61 - 100 Books,Afternoon,Working,Smart Speaker,English,False,Streaming,64,61 - 100 Minutes,7,Six Suspects (Unabridged),Audible Studios,Lyndam Gregory,True,5,False,True,True
4067,11317,Male,25 - 30 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Night_Early_Morning,0.0,0.0,1.0,Audible for iPhone (1000),38,0.0,3.0,Arts & Entertainment,Yearly,58,1.75x,29,11- 30 Books,10,Less than 10,Afternoon,Working,Smart Speaker,English,True,Streaming,94,61 - 100 Minutes,4,Leadership Lessons of Steve Jobs (Unabridged),Harvard Business School,Todd Mundt,True,1,True,False,False
4068,11318,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Afternoon_Early_Evening,4.0,4.0,8.0,Audible for Android,57,7.000000000000001,14.000000000000002,Parenting & Relationships,Per-book,31,1.5x,5,Less than 10,12,11- 30 Books,Morning,Relaxing,Tablet,Other,True,Download,118,More than 100 Minutes,8,The Joy of Living Dangerously,OSHO International,OSHO,False,1,True,True,True
4069,11319,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,466,0.0,0.0,Literature & Fiction,Monthly,27,1.5x,53,31 - 60 Books,7,Less than 10,Afternoon,Relaxing,PC,German,False,Streaming,37,31 - 60 Minutes,8,It Happens for a Reason (Unabridged),Audible Studios,Meetu Chilana,True,1,True,True,True
4070,11320,Female,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Late_Evening_Night,23.0,8.0,31.0,Audible for Android,499,5.0,6.0,Literature & Fiction,Yearly,24,1x,5,Less than 10,35,31 - 60 Books,Evening,Working,PC,French,False,Streaming,22,11- 30 Minutes,2,"A Faerie's Secret: Creepy Hollow Series, Book 4 (Unabridged)",Tantor Audio,Arielle DeLisle,True,1,False,True,False
4071,11321,Female,18 - 24 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Late_Evening_Night,1.0,1.0,1.0,Audible for Android,695,0.0,0.0,Literature & Fiction,Yearly,28,2x,78,61 - 100 Books,78,61 - 100 Books,Evening,Commuting,Smartphone,French,False,Download,111,More than 100 Minutes,4,Pride and Prejudice (Unabridged),Audible Studios,Rosamund Pike,True,3,False,False,True
4072,11322,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,135,5,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,860,0.0,0.0,Social Sciences,Monthly,57,1.25x,36,31 - 60 Books,29,11- 30 Books,Morning,Working,PC,English,False,Streaming,11,11- 30 Minutes,6,The Black Swan: The Impact of the Highly Improbable (Unabridged),Recorded Books,David Chandler,False,3,False,True,False
4073,11323,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,0.0,3.0,4.0,Audible for Android,209,0.0,2.0,Parenting & Relationships,Monthly,13,1x,31,31 - 60 Books,69,61 - 100 Books,Morning,Relaxing,PC,French,True,Streaming,76,61 - 100 Minutes,7,Peace Is Every Step: The Path of Mindfulness in Everyday Life (Unabridged),"Blackstone Audio, Inc.",Edoardo Ballerini,False,5,True,False,True
4074,11324,Male,18 - 24 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,15,5,Afternoon_Early_Evening,4.0,4.0,8.0,Audible for iPhone (1000),453,1.0,2.0,Mysteries & Thrillers,Monthly,25,1x,71,61 - 100 Books,56,31 - 60 Books,Morning,Exercising,Smart Speaker,English,True,Download,21,11- 30 Minutes,8,No Country for Old Men (Unabridged),Recorded Books,Tom Stechschulte,True,5,True,True,False
4075,11325,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,1,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,1118,0.0,0.0,Biographies & Memoirs,Per-book,32,2x,17,11- 30 Books,61,61 - 100 Books,Night,Relaxing,Smartphone,German,False,Streaming,111,More than 100 Minutes,8,An Autobiography: The Story of My Experiments with Truth (Unabridged),"Blackstone Audio, Inc.",Bill Wallace,True,3,True,False,False
4076,11326,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Late_Night_Early_Morning,9.0,9.0,18.0,Audible for Android,695,1.0,3.0,Literature & Fiction,Yearly,55,1.25x,23,11- 30 Books,44,31 - 60 Books,Night,Exercising,PC,Spanish,False,Streaming,6,Less than 10 Minutes,2,Pride and Prejudice (Unabridged),Audible Studios,Rosamund Pike,True,5,False,False,True
4077,11327,Male,25 - 30 years,Bangalore,Android,No Tablet,walk,38,3,Afternoon_Early_Evening,16.0,16.0,32.0,Audible for Android,512,3.0,6.0,Literature & Fiction,Yearly,19,1x,72,61 - 100 Books,98,61 - 100 Books,Evening,Exercising,Tablet,French,False,Streaming,13,11- 30 Minutes,1,The One You Cannot Have (Unabridged),Audible Studios,"Meetu Chilana, Sanjiv Jhaveri",True,3,True,True,False
4078,11328,Male,41 - 45 years,Bangalore,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for iPhone (1000),916,0.0,0.0,Social Sciences,Yearly,28,1x,51,31 - 60 Books,64,61 - 100 Books,Morning,Working,Tablet,Spanish,True,Streaming,78,61 - 100 Minutes,6,The Kennedy Brothers: The Rise and Fall of Jack and Bobby (Unabridged),Audible Studios,Peter Altschuler,False,4,True,False,False
4079,11329,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Afternoon_Early_Evening,12.0,12.0,25.0,Audible for Android,680,2.0,4.0,Literature & Fiction,Per-book,51,1x,39,31 - 60 Books,8,Less than 10,Afternoon,Exercising,Tablet,Other,False,Download,89,61 - 100 Minutes,5,The Mountain of Light: A Novel (Unabridged),Tantor Audio,Neil Shah,False,2,False,True,False
4080,11330,Male,25 - 30 years,Bangalore,Both,Both,Personal/Hired/Shared 2 Wheeler,38,13,Late_Evening_Night,2.0,2.0,4.0,Audible for Android,144,1.0,3.0,Religion & Spirituality,Per-book,2,1x,84,61 - 100 Books,65,61 - 100 Books,Afternoon,Working,PC,German,False,Download,32,31 - 60 Minutes,9,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,True,1,False,False,True
4081,11331,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,9,Afternoon_Early_Evening,2.0,1.0,3.0,Audible for Android,1482,0.0,0.0,Biographies & Memoirs,Per-book,9,1.5x,2,Less than 10,60,31 - 60 Books,Afternoon,Commuting,Smartphone,Spanish,False,Streaming,116,More than 100 Minutes,3,Stay Hungry Stay Foolish (Unabridged),Audible Studios,Shaheen Khan,True,1,False,True,False
4082,11332,Male,31 - 35 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Night_Early_Morning,1.0,1.0,1.0,Audible for iPhone (1000),157,1.0,1.0,Literature & Fiction,Monthly,7,1x,61,61 - 100 Books,25,11- 30 Books,Evening,Working,PC,German,False,Download,74,61 - 100 Minutes,7,"Ghost Stories, Volume One (Unabridged)",Audible Studios,Derek Jacobi,False,3,True,True,True
4083,11333,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,9,Afternoon_Early_Evening,18.0,6.0,24.0,Audible for Android,1063,2.0,2.0,Literature & Fiction,Yearly,33,1.75x,14,11- 30 Books,17,11- 30 Books,Morning,Working,Smartphone,English,True,Streaming,95,61 - 100 Minutes,7,The Time Traveler's Wife (Unabridged),"HighBridge, a division of Recorded Books","Fred Berman, Phoebe Strole",False,2,False,True,False
4084,11334,Female,25 - 30 years,Bangalore,IOS,IOS Tablet,Personal/Hired/Shared 2 Wheeler,38,9,Late_Evening_Night,1.0,1.0,2.0,Audible for iPhone (1000),47,2.0,4.0,Education & Teaching,Monthly,25,1.75x,43,31 - 60 Books,67,61 - 100 Books,Night,Commuting,PC,German,True,Streaming,108,More than 100 Minutes,1,Learn French: Word Power 101: Absolute Beginner French #33 (Unabridged),"Innovative Language Learning, LLC",FrenchPod101.com,False,2,True,False,False
4085,11335,Male,25 - 30 years,Delhi,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Afternoon_Early_Evening,26.0,26.0,52.0,Audible for Android,365,7.000000000000001,14.000000000000002,Parenting & Relationships,Per-book,22,1.75x,77,61 - 100 Books,47,31 - 60 Books,Evening,Commuting,Smart Speaker,German,False,Download,31,31 - 60 Minutes,5,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,False,1,False,False,True
4086,11336,Male,25 - 30 years,Bangalore,Android,IOS Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Morning,3.0,0.0,3.0,Audible for Android,175,2.0,2.0,Business & Money,Monthly,29,1.25x,12,11- 30 Books,74,61 - 100 Books,Morning,Exercising,Tablet,German,True,Streaming,51,31 - 60 Minutes,8,Pour Your Heart into It: How Starbucks Built a Company One Cup at a Time,"HighBridge, a division of Recorded Books",Eric Conger,False,2,True,True,False
4087,11337,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Afternoon_Early_Evening,9.0,3.0,12.0,Audible for Android,160,6.0,8.0,Religion & Spirituality,Yearly,25,1x,98,61 - 100 Books,46,31 - 60 Books,Afternoon,Working,PC,Other,False,Download,17,11- 30 Minutes,6,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,True,3,False,True,False
4088,11338,Male,25 - 30 years,Delhi,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,22.0,21.0,44.0,Audible for iPhone (1000),532,4.0,8.0,Literature & Fiction,Monthly,56,1.5x,71,61 - 100 Books,42,31 - 60 Books,Night,Relaxing,PC,Other,True,Download,114,More than 100 Minutes,2,"Without Warning: Elite Guardians, Book 2 (Unabridged)",Tantor Audio,Rachel Dulude,True,1,False,False,False
4089,11339,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for iPhone (1000),1111,0.0,0.0,Business & Money,Yearly,13,1.5x,90,61 - 100 Books,98,61 - 100 Books,Night,Working,PC,English,True,Streaming,115,More than 100 Minutes,3,Basic Economics: A Citizen's Guide to the Economy (Unabridged),"Blackstone Audio, Inc.",Brian Emerson,False,4,True,True,True
4090,11340,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Morning,1.0,1.0,2.0,Audible for Android,574,0.0,0.0,Literature & Fiction,Monthly,37,1.5x,74,61 - 100 Books,53,31 - 60 Books,Morning,Exercising,Tablet,German,True,Download,90,61 - 100 Minutes,9,The Elegance of the Hedgehog (Unabridged),"HighBridge, a division of Recorded Books","Barbara Rosenblat, Cassandra Morris",True,1,True,False,True
4091,11341,Male,31 - 35 years,Hyderabad,Both,Both,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,4.0,0.0,4.0,Audible for iPhone (1000),608,1.0,1.0,Business & Money,Monthly,30,1x,71,61 - 100 Books,18,11- 30 Books,Night,Working,Smartphone,English,False,Download,50,31 - 60 Minutes,6,Connect the Dots (Unabridged),Audible Studios,Manisha Sethi,True,2,True,False,False
4092,11342,Female,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,38,13,Afternoon_Early_Evening,8.0,8.0,16.0,Audible for iPhone (1000),144,6.0,11.0,Religion & Spirituality,Monthly,42,1.25x,6,Less than 10,24,11- 30 Books,Night,Commuting,Smart Speaker,French,False,Streaming,47,31 - 60 Minutes,5,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,True,1,False,False,False
4093,11343,Male,36 - 40 years,Bangalore,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Morning,9.0,11.0,20.0,Audible for Android,166,5.0,12.0,Education & Teaching,Per-book,26,1.75x,35,31 - 60 Books,80,61 - 100 Books,Morning,Working,Smart Speaker,Other,False,Download,36,31 - 60 Minutes,9,"Winnie-the-Pooh: A.A. Milne's Pooh Classics, Volume 1 (Unabridged)",Bother! LA Production,Peter Dennis,True,2,True,False,False
4094,11344,Male,31 - 35 years,Delhi,IOS,No Tablet,Public Transport,38,9,Afternoon_Early_Evening,2.0,1.0,2.0,Audible for iPhone (1000),873,0.0,0.0,Social Sciences,Monthly,36,1.75x,78,61 - 100 Books,6,Less than 10,Night,Exercising,PC,Other,False,Streaming,37,31 - 60 Minutes,1,Mossad: The Greatest Missions of the Israeli Secret Service (Unabridged),"Blackstone Audio, Inc.",Benjamin Isaac,False,5,False,True,True
4095,11345,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,207,0.0,1.0,Arts & Entertainment,Monthly,28,1.5x,62,61 - 100 Books,53,31 - 60 Books,Night,Working,Smartphone,French,True,Streaming,6,Less than 10 Minutes,9,Winter is Coming: Symbols and Hidden Meanings in A Game of Thrones (Unabridged),Audible Studios,Oliver Wyman,False,1,False,False,False
4096,11346,Male,36 - 40 years,Bangalore,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Late_Evening_Night,37.0,37.0,74.0,Audible for iPhone (1000),860,4.0,9.0,Social Sciences,Per-book,42,2x,62,61 - 100 Books,14,11- 30 Books,Night,Relaxing,PC,Other,False,Download,58,31 - 60 Minutes,7,The Black Swan: The Impact of the Highly Improbable (Unabridged),Recorded Books,David Chandler,True,2,True,True,False
4097,11347,Male,31 - 35 years,Bangalore,IOS,No Tablet,walk,38,1,Late_Night_Early_Morning,48.0,0.0,48.0,Audible for iPhone (1000),110,44.0,44.0,Religion & Spirituality,Per-book,11,2x,18,11- 30 Books,22,11- 30 Books,Night,Relaxing,Smartphone,Other,True,Streaming,95,61 - 100 Minutes,4,Niyam Aur Swatantra (Hindi),Osho International,OSHO,False,5,False,True,True
4098,11348,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,5,Afternoon_Early_Evening,3.0,1.0,4.0,Audible for Android,160,2.0,2.0,Religion & Spirituality,Yearly,28,1.25x,65,61 - 100 Books,89,61 - 100 Books,Night,Exercising,Tablet,German,True,Download,32,31 - 60 Minutes,4,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,True,2,True,False,True
